YY_MM,GEN_VAL_MO_x_1220,GEN_VAL_MO_x_2010,GEN_VAL_MO_x_2050,GEN_VAL_MO_x_2110,GEN_VAL_MO_x_2150,GEN_VAL_MO_x_2230,GEN_VAL_MO_x_2250,GEN_VAL_MO_x_2470,GEN_VAL_MO_x_2740,GEN_VAL_MO_x_3010,GEN_VAL_MO_x_3310,GEN_VAL_MO_x_3330,GEN_VAL_MO_x_3350,GEN_VAL_MO_x_3370,GEN_VAL_MO_x_3510,GEN_VAL_MO_x_3530,GEN_VAL_MO_x_4000,GEN_VAL_MO_x_4010,GEN_VAL_MO_x_4039,GEN_VAL_MO_x_4050,GEN_VAL_MO_x_4099,GEN_VAL_MO_x_4120,GEN_VAL_MO_x_4190,GEN_VAL_MO_x_4210,GEN_VAL_MO_x_4231,GEN_VAL_MO_x_4239,GEN_VAL_MO_x_4279,GEN_VAL_MO_x_4280,GEN_VAL_MO_x_4330,GEN_VAL_MO_x_4351,GEN_VAL_MO_x_4359,GEN_VAL_MO_x_4370,GEN_VAL_MO_x_4419,GEN_VAL_MO_x_4470,GEN_VAL_MO_x_4490,GEN_VAL_MO_x_4510,GEN_VAL_MO_x_4550,GEN_VAL_MO_x_4622,GEN_VAL_MO_x_4623,GEN_VAL_MO_x_4633,GEN_VAL_MO_x_4634,GEN_VAL_MO_x_4700,GEN_VAL_MO_x_4710,GEN_VAL_MO_x_4759,GEN_VAL_MO_x_4791,GEN_VAL_MO_x_4792,GEN_VAL_MO_x_4793,GEN_VAL_MO_x_4801,GEN_VAL_MO_x_4840,GEN_VAL_MO_x_4850,GEN_VAL_MO_x_4870,GEN_VAL_MO_x_4890,GEN_VAL_MO_x_5081,GEN_VAL_MO_x_5170,GEN_VAL_MO_x_5180,GEN_VAL_MO_x_5200,GEN_VAL_MO_x_5230,GEN_VAL_MO_x_5250,GEN_VAL_MO_x_5330,GEN_VAL_MO_x_5350,GEN_VAL_MO_x_5420,GEN_VAL_MO_x_5490,GEN_VAL_MO_x_5520,GEN_VAL_MO_x_5550,GEN_VAL_MO_x_5570,GEN_VAL_MO_x_5590,GEN_VAL_MO_x_5600,GEN_VAL_MO_x_5650,GEN_VAL_MO_x_5700,GEN_VAL_MO_x_5800,GEN_VAL_MO_x_5820,GEN_VAL_MO_x_5880,GEN_VAL_MO_x_6021,GEN_VAL_MO_x_6141,GEN_VAL_MO_x_7230,GEN_VAL_MO_x_7910,Agreements_1220,Agreements_2010,Agreements_3510,Agreements_5800,Agreements_6021,pre_post_tariff,PMI,STEEL_PRICE
2016-08,1264070005.0,582321068.0,3432796.0,360148.0,473432.0,3304930.0,976674.0,2429164.0,29222272.0,21501775.0,659941.0,42594.0,67383.0,1868033.0,208163697.0,221637.0,2547254.0,59144611.0,7135551.0,13734240.0,6585975.0,93786035.0,1092828.0,68780994.0,23415079.0,10945393.0,78635795.0,284337821.0,59100886.0,17776670.0,2725116.0,1558523.0,14363921.0,356607.0,185865.0,369082.0,8065142.0,581622.0,72824879.0,12154949.0,19560713.0,40005077.0,5725027.0,132686219.0,117536.0,7197422.0,45229.0,653201.0,6159474.0,7486124.0,760254.0,94320940.0,9336277.0,8981523.0,28528932.0,104438716.0,6714913.0,30934706.0,98216863.0,2288824.0,372100.0,77880341.0,94744439.0,1317031.0,19199697.0,3417022.0,19932099.0,2910500.0,1237889197.0,304038960.0,5866884.0,284831541.0,14004825.0,2623996.0,555404.0,88740671.0,0.0,0.0,0.0,0.0,0.0,0,49.8,867.165
2016-09,1146901379.0,539258177.0,1212062.0,564330.0,261063.0,2379468.0,585147.0,2634138.0,29407746.0,22134812.0,1099424.0,58048.0,104425.0,1534784.0,232262288.0,155260.0,2523249.0,40297260.0,10247843.0,12299583.0,5229258.0,69754944.0,1753018.0,68809140.0,27910199.0,8008477.0,59375895.0,229910728.0,47726029.0,10430945.0,2240003.0,1091008.0,13233814.0,556130.0,14328.0,578440.0,7257114.0,17843.0,21970439.0,188657.0,72259.0,34872835.0,3884341.0,92362096.0,279851.0,5713156.0,69116.0,640421.0,7207705.0,3951333.0,452634.0,83383340.0,9706127.0,14260268.0,29665217.0,89432038.0,6969811.0,31915215.0,119728897.0,1436869.0,431315.0,70736674.0,87051669.0,1267014.0,20826959.0,2892452.0,23271459.0,3633225.0,1156794429.0,263942269.0,7229624.0,253744871.0,43134827.0,722509.0,750430.0,66479936.0,0.0,0.0,0.0,0.0,0.0,0,51.1,824.6949999999999
2016-10,1229277345.0,552277197.0,3555702.0,686612.0,361374.0,3478577.0,542179.0,2656147.0,34371958.0,17084737.0,910418.0,41454.0,46013.0,2314666.0,160085885.0,118186.0,2475794.0,58286969.0,8153560.0,7085774.0,5733358.0,84418822.0,2158956.0,77117659.0,27002413.0,15030713.0,74808419.0,226704058.0,50773560.0,17686934.0,2688811.0,1208680.0,14752215.0,265329.0,72364.0,346602.0,8231440.0,552816.0,22411905.0,406581.0,226709.0,40054839.0,3912500.0,110809381.0,79346.0,6204486.0,56313.0,313848.0,6466649.0,6823360.0,464157.0,98870022.0,7189170.0,4181439.0,21238423.0,75171948.0,8956504.0,25082884.0,138649245.0,817129.0,159840.0,90258120.0,95807385.0,902141.0,16911732.0,3585587.0,18330756.0,2891981.0,1174774568.0,271796513.0,7394712.0,265398781.0,20607907.0,796465.0,807242.0,40448962.0,0.0,0.0,0.0,0.0,0.0,0,51.8,887.65
2016-11,1264697920.0,554989765.0,1661823.0,428527.0,448193.0,3864838.0,808625.0,3130138.0,15569935.0,19681623.0,912347.0,76469.0,50178.0,5413338.0,170313172.0,26211.0,1746042.0,50241685.0,17846933.0,9397604.0,7544442.0,71496003.0,1589492.0,63343831.0,28741807.0,5689285.0,81024335.0,217592938.0,45135017.0,18526650.0,2654970.0,1219302.0,13787817.0,190177.0,206684.0,367477.0,8948137.0,102519.0,16200926.0,188629.0,2336054.0,44105690.0,6869545.0,140422314.0,626090.0,5333386.0,427776.0,688710.0,6052515.0,4789229.0,756985.0,98811314.0,7662204.0,6608786.0,25036090.0,157814749.0,6875265.0,41113795.0,116985880.0,1064108.0,286218.0,116758224.0,92545507.0,1044541.0,22989196.0,4140057.0,21061243.0,2979667.0,1201807171.0,266941170.0,6714090.0,221760077.0,38808027.0,880040.0,906677.0,44336236.0,0.0,0.0,0.0,0.0,0.0,0,53.2,1013.28
2016-12,1171370307.0,508740814.0,3489917.0,798236.0,652061.0,3067282.0,649334.0,4916962.0,30533428.0,20106842.0,1059418.0,220055.0,94741.0,3747396.0,186062984.0,90641.0,387873.0,53866163.0,3199805.0,17552432.0,5477155.0,95399691.0,2243874.0,76452726.0,29152477.0,9750753.0,86871072.0,230567639.0,49207362.0,18068113.0,2215372.0,1371979.0,12873528.0,179811.0,175487.0,447471.0,8934216.0,1109528.0,9084406.0,664374.0,15255213.0,35766100.0,4897196.0,127663643.0,1117557.0,6934184.0,194558.0,143094.0,27916725.0,6639597.0,703191.0,91316393.0,9642992.0,11498665.0,25759779.0,124943713.0,9426397.0,36471382.0,103529703.0,1651106.0,578901.0,64252023.0,67207066.0,1059641.0,20362753.0,3030904.0,20279066.0,4073690.0,1149349904.0,266977558.0,7009992.0,228231842.0,25141806.0,1424961.0,1498913.0,107937542.0,0.0,0.0,0.0,0.0,0.0,0,54.4,1135.355
2017-01,1349954185.0,514639215.0,5420332.0,675586.0,968004.0,2323813.0,631871.0,3194663.0,38718467.0,17307331.0,1028726.0,63115.0,44661.0,4793841.0,172404512.0,83574.0,1062861.0,49390653.0,10920496.0,18063412.0,6963740.0,74927315.0,1477559.0,28726315.0,21932248.0,12690036.0,67519245.0,213010733.0,45557393.0,16540373.0,2869113.0,1107245.0,16181088.0,238608.0,202850.0,380505.0,8403838.0,355649.0,21051130.0,575819.0,2379412.0,33202449.0,6923788.0,117114249.0,472938.0,7310093.0,546242.0,1485916.0,6700408.0,8315804.0,518854.0,148394586.0,10644034.0,7525400.0,27706981.0,156818344.0,29999270.0,42601441.0,124398130.0,2149499.0,208005.0,72226282.0,90188861.0,1031682.0,26666273.0,4001794.0,27665168.0,7663015.0,1301092982.0,293216205.0,7607096.0,240200123.0,33142225.0,864462.0,1012290.0,72416596.0,0.0,0.0,0.0,0.0,0.0,0,55.7,1140.6999999999998
2017-02,1279397148.0,531476065.0,6139362.0,674078.0,1351490.0,3475393.0,774713.0,5791874.0,36295933.0,16873079.0,1464806.0,7256938.0,27391.0,3303013.0,198671587.0,113664.0,2109120.0,51022055.0,6967764.0,19535882.0,4464723.0,92080126.0,1931682.0,56608610.0,16938176.0,6562284.0,79990132.0,203646404.0,45244765.0,9361149.0,2255662.0,920009.0,13198181.0,175827.0,244401.0,202648.0,9986418.0,874420.0,50012946.0,8322016.0,33217773.0,34301986.0,6245578.0,85159469.0,539613.0,6063999.0,59449.0,862992.0,5342487.0,7347221.0,388793.0,115430195.0,8112230.0,12749305.0,28159016.0,173713508.0,9337590.0,45156667.0,126312010.0,2056412.0,359721.0,77013417.0,91756123.0,845698.0,19519401.0,1843873.0,26423728.0,3410814.0,1210981744.0,234047873.0,6045697.0,210328760.0,30404412.0,2145425.0,1299492.0,160697581.0,0.0,0.0,0.0,0.0,0.0,0,57.7,1196.1799999999998
2017-03,1507776373.0,625885813.0,5188649.0,1380103.0,1358332.0,4573100.0,607115.0,5963482.0,45466459.0,20887402.0,1157346.0,57211.0,320895.0,4767749.0,288895191.0,297538.0,1758496.0,59504074.0,6736572.0,18412533.0,9054622.0,99027193.0,1487199.0,78378358.0,22092488.0,15154703.0,74357445.0,258273731.0,73530352.0,17499684.0,3454176.0,1008907.0,17635045.0,185873.0,283905.0,561344.0,14147053.0,460762.0,40386553.0,1632788.0,19652113.0,46157004.0,8096473.0,132426124.0,470529.0,6233713.0,40361.0,3259443.0,7991144.0,11343883.0,747465.0,165335439.0,10963357.0,8344112.0,18115411.0,139245882.0,11787791.0,47444878.0,161345783.0,2467711.0,316756.0,92740847.0,61679533.0,938818.0,26263341.0,1896925.0,31600747.0,4660394.0,1106915662.0,309114535.0,4253224.0,290933424.0,56101002.0,4705798.0,956539.0,52287219.0,0.0,0.0,0.0,0.0,0.0,0,56.5,1155.9299999999998
2017-04,1528095877.0,576645140.0,6107785.0,1180578.0,1127898.0,4466805.0,765641.0,6116071.0,54831495.0,18845707.0,1341844.0,0.0,129782.0,6124462.0,222413492.0,254555.0,1917441.0,80899005.0,20256896.0,6307335.0,7297047.0,92696767.0,1177844.0,62602889.0,30016432.0,19868557.0,81724742.0,271545990.0,67931080.0,18334342.0,3031159.0,829633.0,16203381.0,210843.0,288144.0,194496.0,13449838.0,627198.0,39950487.0,14166045.0,28434576.0,92678968.0,5659788.0,171194727.0,371418.0,10739462.0,382980.0,398855.0,6574659.0,11376674.0,639640.0,105189410.0,8757569.0,17521682.0,29950645.0,174191038.0,11393780.0,37141982.0,137309331.0,2692374.0,396620.0,72725620.0,61331589.0,1068307.0,19329521.0,2658606.0,28489822.0,3207555.0,1311863610.0,316789447.0,4844417.0,263180651.0,34055516.0,3238162.0,1325995.0,152440929.0,0.0,0.0,0.0,0.0,0.0,0,55.8,1081.985
2017-05,1532848227.0,592461230.0,6725303.0,1082912.0,966902.0,6400545.0,914370.0,6078133.0,18659638.0,18385664.0,1522658.0,119548.0,163614.0,3857009.0,294282867.0,110897.0,1211889.0,62483042.0,12470925.0,11195160.0,5905112.0,111116694.0,1920579.0,70677011.0,26731104.0,15882156.0,82771498.0,296651800.0,64496381.0,17101302.0,3465295.0,1225176.0,16846861.0,319908.0,478539.0,741488.0,14126577.0,461152.0,38391707.0,12783858.0,12229366.0,71726955.0,10053695.0,144549401.0,437817.0,6843246.0,277559.0,4956331.0,12103808.0,6209302.0,791936.0,84197423.0,8403833.0,12941212.0,34530287.0,169053093.0,11696061.0,65552904.0,187684310.0,1063514.0,547382.0,108077802.0,72672253.0,1405161.0,33628922.0,3027218.0,38904937.0,10292032.0,1494182695.0,333756443.0,6370496.0,251423681.0,102437709.0,4734889.0,1156769.0,154676917.0,0.0,0.0,0.0,0.0,0.0,0,56.4,1018.82
2017-06,1481892778.0,632497669.0,4148658.0,1489327.0,804629.0,3441042.0,599285.0,7083929.0,47748850.0,17583115.0,1720222.0,4636099.0,121618.0,1837678.0,401747942.0,136469.0,1520762.0,61704011.0,13197217.0,8457693.0,6124463.0,97489289.0,1947157.0,72294569.0,23345391.0,13086145.0,88092882.0,277359980.0,59649829.0,41997294.0,4412276.0,2028929.0,18070390.0,87330.0,830333.0,629458.0,13475239.0,728752.0,50492617.0,2146628.0,21480636.0,70937269.0,9569133.0,177795174.0,326001.0,8713226.0,77248.0,12160329.0,6858519.0,13498601.0,750247.0,171620052.0,9834235.0,17976948.0,20561795.0,141617961.0,13663967.0,58299240.0,170615074.0,1162224.0,409155.0,111554410.0,74557989.0,1344195.0,44083238.0,2551727.0,25875459.0,11178039.0,1390705427.0,385054023.0,6603201.0,265169121.0,28855786.0,4351681.0,989476.0,129998341.0,0.0,0.0,0.0,0.0,0.0,0,56.2,1016.44
2017-07,1449768795.0,618581555.0,7919012.0,1242038.0,390257.0,8823086.0,579324.0,12049029.0,61257590.0,17034780.0,2169772.0,26489.0,204442.0,8787027.0,211592763.0,179475.0,1635775.0,56777558.0,12300585.0,10627213.0,12821158.0,95865070.0,1727170.0,63503293.0,22997293.0,24998449.0,107092723.0,291395255.0,74121461.0,22774091.0,3746500.0,1830203.0,16919008.0,266665.0,519780.0,508390.0,14511371.0,1877841.0,95620420.0,11966595.0,19682011.0,68487014.0,6946050.0,157889962.0,427899.0,8733721.0,348841.0,174040.0,16785257.0,13905468.0,422677.0,147378149.0,8245070.0,16263912.0,28713013.0,136334209.0,12180583.0,66406193.0,197711246.0,3853822.0,577686.0,111484027.0,94439349.0,1710915.0,29208402.0,2679434.0,31362481.0,4812592.0,1425761186.0,348858576.0,4807426.0,250467080.0,63639156.0,7572496.0,1476665.0,149690644.0,0.0,0.0,0.0,0.0,0.0,0,56.5,1102.515
2017-08,1461523093.0,602317744.0,13624480.0,1289643.0,1037343.0,3087917.0,587316.0,10728458.0,31971463.0,25570624.0,2159137.0,114316.0,0.0,4722595.0,358023923.0,33641.0,3004521.0,56650659.0,25638416.0,7364331.0,7451799.0,81007930.0,1728870.0,69501702.0,20770390.0,15892134.0,85982228.0,276125974.0,58016894.0,29768464.0,3689314.0,1226614.0,15511355.0,140203.0,1496147.0,577951.0,14048215.0,2986299.0,47158265.0,13544983.0,8695556.0,69148659.0,8338388.0,146442753.0,340119.0,8141288.0,69216.0,259767.0,5995261.0,5892642.0,645914.0,79113996.0,9776721.0,12573151.0,35345844.0,132495422.0,12475124.0,52469902.0,168208211.0,677697.0,965798.0,90784758.0,80503222.0,1621031.0,30704669.0,3189023.0,24664516.0,5576393.0,1325334683.0,395125398.0,5485221.0,266096286.0,91491092.0,5179697.0,964784.0,96590965.0,0.0,0.0,0.0,0.0,0.0,0,58.4,1135.96
2017-09,1443286429.0,613935863.0,15328944.0,1279342.0,900864.0,7481772.0,370438.0,7295033.0,53867818.0,22954259.0,1935932.0,253336.0,89653.0,5106094.0,239925469.0,270689.0,1988452.0,42952475.0,4893691.0,12672324.0,5751868.0,79748983.0,1695027.0,69922776.0,20696056.0,16938084.0,68445857.0,314581559.0,65693256.0,33457537.0,3441823.0,1265218.0,13262115.0,172972.0,400694.0,217160.0,13032366.0,291511.0,46356813.0,922310.0,7449386.0,66703228.0,7020706.0,128383074.0,409512.0,5885719.0,387992.0,463957.0,7320731.0,14916145.0,639500.0,93089596.0,12591107.0,11951125.0,22837776.0,123039891.0,8953647.0,44344754.0,172128142.0,1487034.0,667079.0,88277404.0,70278624.0,1176377.0,24931479.0,3342084.0,25173989.0,11846728.0,1183776624.0,372704915.0,5624912.0,289397028.0,54379829.0,3691945.0,1488421.0,92368658.0,0.0,0.0,0.0,0.0,0.0,0,60.0,1170.385
2017-10,1590927684.0,646081259.0,16750343.0,1142634.0,1059490.0,5912926.0,416348.0,5886193.0,40827445.0,19295846.0,1919665.0,5563623.0,67354.0,5336928.0,234479756.0,106743.0,2028992.0,67289143.0,23998226.0,20996949.0,7723804.0,82729651.0,2172218.0,68327618.0,31257241.0,9291686.0,105885191.0,323016421.0,59069043.0,32923594.0,3587290.0,1748679.0,14599891.0,255585.0,331481.0,656400.0,11406903.0,10068886.0,62471689.0,12398545.0,13048139.0,55330149.0,9267980.0,145522746.0,161565.0,7529862.0,185639.0,338406.0,21506452.0,21079975.0,715447.0,89190579.0,9733878.0,41901823.0,23872256.0,90935577.0,14787566.0,55817967.0,231704136.0,1851429.0,1209114.0,111286980.0,77065752.0,1186245.0,35146927.0,3508693.0,34664971.0,11352612.0,1234007142.0,418948461.0,5210211.0,240250381.0,26357827.0,2255576.0,1841372.0,63783411.0,0.0,0.0,0.0,0.0,0.0,0,58.6,1188.765
2017-11,1476352744.0,620871446.0,10279121.0,1079588.0,1111892.0,3810057.0,351618.0,10783321.0,27993888.0,21736805.0,2796555.0,140758.0,152497.0,5358919.0,354436510.0,149331.0,1830054.0,53530297.0,6776683.0,37557689.0,8127445.0,80510188.0,1888426.0,107388865.0,31419285.0,17728363.0,111765076.0,306535105.0,79528894.0,28776025.0,3808840.0,1427853.0,14193704.0,42306.0,357741.0,522922.0,14309350.0,3138083.0,68128561.0,677032.0,18959291.0,54808192.0,7426999.0,144140384.0,428048.0,7456746.0,221412.0,337665.0,7566248.0,6695075.0,797588.0,53467064.0,9254317.0,53495883.0,16569570.0,111584693.0,16074733.0,44892446.0,147554055.0,1519078.0,1333013.0,100232682.0,49202908.0,1634203.0,23626475.0,1913040.0,34823465.0,8445192.0,1186634782.0,277544761.0,5457732.0,265178946.0,54305577.0,1665988.0,2308305.0,89854978.0,0.0,0.0,0.0,0.0,0.0,0,57.6,1138.8000000000002
2017-12,1359850763.0,547139213.0,6956981.0,687601.0,572419.0,3305111.0,333674.0,6828875.0,44166004.0,23644544.0,2680258.0,218965.0,87483.0,5389977.0,266733581.0,200616.0,832584.0,64765930.0,24801962.0,26108498.0,4341801.0,108888828.0,2148241.0,52577743.0,25661026.0,17040893.0,87428766.0,287860354.0,79845188.0,19812083.0,3814825.0,1757553.0,13556090.0,89254.0,181365.0,465352.0,10141793.0,2866430.0,14038988.0,224465.0,22277580.0,71256374.0,7356451.0,149361841.0,249536.0,9283942.0,319785.0,341268.0,5893868.0,14362890.0,578218.0,47095586.0,8988432.0,15247769.0,20636630.0,134311202.0,14254804.0,42660742.0,193101403.0,1263503.0,1489015.0,88694923.0,80780523.0,1480546.0,31903917.0,2621418.0,60197584.0,5135280.0,1339729840.0,253700450.0,6048167.0,262179535.0,57432305.0,4986124.0,246083.0,113451813.0,0.0,0.0,0.0,0.0,0.0,0,59.7,1222.35
2018-01,1454441151.0,636227949.0,8679835.0,1330301.0,962818.0,4067551.0,865084.0,10406371.0,52100773.0,19816350.0,2097631.0,215140.0,219256.0,9408349.0,272055281.0,113770.0,1652065.0,74705070.0,14838056.0,7147145.0,5542726.0,78579863.0,1782835.0,49333262.0,22857588.0,9483494.0,72057381.0,278848875.0,60619974.0,17863970.0,3451865.0,1382703.0,14000140.0,223832.0,601097.0,848510.0,12233579.0,4344469.0,65866741.0,20132335.0,2373572.0,51392704.0,7670900.0,133617636.0,301577.0,8494054.0,187097.0,6172557.0,20061695.0,15529867.0,492927.0,96506777.0,10035758.0,34983004.0,15489501.0,141813239.0,13821896.0,61325965.0,187395964.0,1454913.0,1349353.0,83807031.0,85457921.0,2160342.0,34824424.0,2426162.0,28228426.0,13190273.0,1592563872.0,365346730.0,8242543.0,283074392.0,72735935.0,6699458.0,1294730.0,123570770.0,0.0,0.0,1.0,1.0,1.0,0,59.4,1369.685
2018-02,1418797967.0,614742311.0,6718985.0,1580809.0,817705.0,4171448.0,541842.0,13605480.0,23981879.0,22998392.0,1901345.0,165569.0,207432.0,11341012.0,170845945.0,0.0,390788.0,52496871.0,33009148.0,16808365.0,6558830.0,77189446.0,2193232.0,60674943.0,37262962.0,18265623.0,86030033.0,293866162.0,70673332.0,13423266.0,2644763.0,1684603.0,16522612.0,209371.0,231474.0,699460.0,12180227.0,8909151.0,72647782.0,1605818.0,11927768.0,57414078.0,6855810.0,125717649.0,389153.0,7623448.0,130821.0,5423121.0,18144335.0,24636008.0,544558.0,56499141.0,10647983.0,27226851.0,23466228.0,118111189.0,13371332.0,49405643.0,192811531.0,730227.0,1352745.0,70803675.0,63350722.0,1764095.0,40402575.0,2647572.0,60625042.0,5578249.0,1395865439.0,322605374.0,6952405.0,246499878.0,30170939.0,6797260.0,663224.0,102814248.0,0.0,0.0,1.0,1.0,1.0,0,60.9,1351.715
2018-03,1659862183.0,696473237.0,10615243.0,1605967.0,1056226.0,8764455.0,1328615.0,12208567.0,44688644.0,31392157.0,2987159.0,6142021.0,117801.0,19063837.0,341242366.0,164243.0,1687140.0,68294474.0,18774971.0,18708161.0,6632632.0,71771539.0,2134057.0,52373228.0,28322873.0,16835520.0,96052615.0,300092517.0,83254914.0,26204710.0,3145388.0,1595690.0,17343034.0,190010.0,225878.0,654450.0,24510675.0,5882575.0,45727116.0,14106856.0,19360020.0,58905494.0,7311374.0,157153768.0,698120.0,7797766.0,476194.0,492962.0,26182868.0,29820523.0,835412.0,99108926.0,10258930.0,14660743.0,21994416.0,165750124.0,21515258.0,49607127.0,203662315.0,1080172.0,1791726.0,91741406.0,95166939.0,2343469.0,31497455.0,3671062.0,29632627.0,8955207.0,1273375652.0,381428918.0,5722639.0,344438971.0,65372034.0,10673214.0,1086261.0,139106474.0,0.0,0.0,1.0,1.0,1.0,1,58.8,1315.32
2018-04,1796710846.0,730012973.0,9240269.0,1466881.0,751167.0,2776521.0,621321.0,14278537.0,51524906.0,26756763.0,2386101.0,180323.0,134538.0,11967297.0,311822803.0,38280.0,1323059.0,77942993.0,13083109.0,12369880.0,5252586.0,82738541.0,2155988.0,57674495.0,30226484.0,15134143.0,96544275.0,338960896.0,82993634.0,20333581.0,4337501.0,1282142.0,19298946.0,59615.0,930579.0,674728.0,13348574.0,681123.0,50497370.0,14747321.0,28000403.0,62445039.0,8343491.0,164820126.0,1479874.0,14600933.0,223794.0,4989509.0,25747100.0,21389108.0,806229.0,111081142.0,10208262.0,49344170.0,23223087.0,159772131.0,24383043.0,69531865.0,181762553.0,2451603.0,1728323.0,99012318.0,133096070.0,2196171.0,34245812.0,3771519.0,32811547.0,9574898.0,1184292850.0,505316990.0,5654064.0,245915770.0,39524327.0,7612697.0,1525302.0,99502865.0,0.0,0.0,1.0,1.0,1.0,1,58.6,1310.345
